Name,Distance,Rating,Votes,Address,Website,OriginFile 
Ashok General Store Moti Cinema Girgaon,0.77 KM,3.9,8 Votes,"Shop No 11/12, Somji Building,200, 3rd Kumbharwada Lane, Girgaon, Mumbai - 400004, Moti Cinema",https://www.justdial.com/Mumbai/Ashok-General-Store-Moti-Cinema-Girgaon/022PK025772_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEdpcmdhb24=,Girgaon
Anandji Premji Company Near Fruit Market Prarthana Samaj,0.52 KM,4.2,146 Votes,"Shop No 1, Birla Mansion, D D Sathe Marg, Prarthana Samaj, Mumbai - 400004, Near Fruit Market",https://www.justdial.com/Mumbai/Anandji-Premji-Company-Near-Fruit-Market-Prarthana-Samaj/022P8008926_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEdpcmdhb24=,Girgaon
Maharashtra Medical General Stores Sikka Nagar Opposite Gokuldham Hotel Charni Road,0.53 KM,4.7,9 Votes,"Shop No 6, Anandmangal Building, 171 Nanubhai Desai Marg, Charni Road, Mumbai - 400004, Sikka Nagar, Opposite Gokuldham Hotel",https://www.justdial.com/Mumbai/Maharashtra-Medical-General-Stores-Sikka-Nagar-Opposite-Gokuldham-Hotel-Charni-Road/022PXX22-XX22-130416112831-G9V1_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEdpcmdhb24=,Girgaon
Bharat Electric General Stores Opposite Sindhi Galli Near Bus Stop Charni Road,0.75 KM,4.7,7 Votes,"459/63, Dinesh Bhavan, Shop No -5, Patthe Bapurao Marg, Charni Road, Mumbai - 400004, Opposite Sindhi Galli, Near Bus Stop",https://www.justdial.com/Mumbai/Bharat-Electric-General-Stores-Opposite-Sindhi-Galli-Near-Bus-Stop-Charni-Road/022PK042976_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEdpcmdhb24=,Girgaon
The Bharat General Stores Opp union bank Cawasji Patel Tank,0.48 KM,4.0,5 Votes,"50/50 navyug house, V P Road, Cawasji Patel Tank, Mumbai - 400004, Opp union bank",https://www.justdial.com/Mumbai/The-Bharat-General-Stores-Opp-union-bank-Cawasji-Patel-Tank/022P8800533_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEdpcmdhb24=,Girgaon
Chaar Bhuja Kirana General Store Cawasji Patel Tank,1.49 KM,3.8,10 Votes,"45, Hatim Manzil, Surti Mohalla, Nagpada, Vasil Khan Marg, Cawasji Patel Tank, Mumbai - 400004",https://www.justdial.com/Mumbai/Chaar-Bhuja-Kirana-General-Store-Cawasji-Patel-Tank/022PXX22-XX22-180327150818-A4P6_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEdpcmdhb24=,Girgaon
Big Bazaar The Hub Mall Near Western Express Highway Goregaon East,1.2 KM,3.9,82 Votes,"C/O Nirlon Compound, Goregaon East, Mumbai - 400063, Near Western Express Highway",https://www.justdial.com/Mumbai/Big-Bazaar-The-Hub-Mall-Near-Western-Express-Highway-Goregaon-East/022PXX22-XX22-180219062223-G4L8_BZDET?xid=TXVtYmFpIEdyb2NlcnkgU3RvcmVzIEdvcmVnYW9u,Goregaon
Chheda Sales Opposite Kedia Hospital Off MG Road Goregaon West,0.53 KM,4.2,285 Votes,"Shop No 2,3,4 Kiran Industrial Estate, Goregaon West, Mumbai - 400062, Opposite Kedia Hospital, Off MG Road",https://www.justdial.com/Mumbai/Chheda-Sales-Opposite-Kedia-Hospital-Off-MG-Road-Goregaon-West/022P1232729957D5Y5I7_BZDET?xid=TXVtYmFpIEdyb2NlcnkgU3RvcmVzIEdvcmVnYW9u,Goregaon
Central Store Near Anupam Stationary Goregaon East,0.85 KM,4.1,68 Votes,"Accord Classic Shop No.7, Station Road, Goregaon East, Mumbai - 400063, Near Anupam Stationary",https://www.justdial.com/Mumbai/Central-Store-Near-Anupam-Stationary-Goregaon-East/022PXX22-XX22-120222193426-X6T5_BZDET?xid=TXVtYmFpIEdyb2NlcnkgU3RvcmVzIEdvcmVnYW9u,Goregaon
Shanti Dal Mill Opposite Vardan Jewellers Goregaon West,0.71 KM,4.3,131 Votes,"1,2 Old Bora House,, Grampanchyayat Road,, Goregaon West, Mumbai - 400062, Opposite Vardan Jewellers,",https://www.justdial.com/Mumbai/Shanti-Dal-Mill-Opposite-Vardan-Jewellers-Goregaon-West/022P6105009_BZDET?xid=TXVtYmFpIEdyb2NlcnkgU3RvcmVzIEdvcmVnYW9u,Goregaon
Nutan Dal Mill Opposite Hotel Shabri Goregaon West,0.62 KM,3.9,224 Votes,"Shop No 1 & 2, Ganesh Bhavan, M G Road, Goregaon West, Mumbai - 400062, Opposite Hotel Shabri",https://www.justdial.com/Mumbai/Nutan-Dal-Mill-Opposite-Hotel-Shabri-Goregaon-West/022P209550_BZDET?xid=TXVtYmFpIEdyb2NlcnkgU3RvcmVzIEdvcmVnYW9u,Goregaon
Satyam Stores Near Bangur Nagar Chowki Bangur Nagar goregaon West,1.51 KM,4.2,49 Votes,"Shop No 60,Bhanumati Society, Bangur Nagar-goregaon West, Mumbai - 400104, Near Bangur Nagar Chowki",https://www.justdial.com/Mumbai/Satyam-Stores-Near-Bangur-Nagar-Chowki-Bangur-Nagar-goregaon-West/022P1901785_BZDET?xid=TXVtYmFpIEdyb2NlcnkgU3RvcmVzIEdvcmVnYW9u,Goregaon
Mangalore Stores Goregaon West,0.04 KM,4.3,96 Votes,"20, Jawahar Nagar, Swami Vivekanand Marg, Goregaon West, Mumbai - 400104",https://www.justdial.com/Mumbai/Mangalore-Stores-Goregaon-West/022PXX22-XX22-181126202441-R3B5_BZDET?xid=TXVtYmFpIEdyb2NlcnkgU3RvcmVzIEdvcmVnYW9u,Goregaon
Pragati Super Mart NEAR VIJAYA BANK NEAR PHATAK Goregaon West,0.3 KM,3.8,23 Votes,"179/180 KAMLA CHARAN BUILDING, ROAD.2, Goregaon West, Mumbai - 400062, NEAR VIJAYA BANK NEAR PHATAK",https://www.justdial.com/Mumbai/Pragati-Super-Mart-NEAR-VIJAYA-BANK-NEAR-PHATAK-Goregaon-West/022PXX22-XX22-160626200001-I4E3_BZDET?xid=TXVtYmFpIEdyb2NlcnkgU3RvcmVzIEdvcmVnYW9u,Goregaon
First Choice Foodland Opposite Rosary Church Goregaon West,0.87 KM,4.3,9 Votes,"434, Unnat Nagar, Motilal Nagar Ii, Mahatma Gandhi Road, Goregaon West, Mumbai - 400062, Opposite Rosary Church",https://www.justdial.com/Mumbai/First-Choice-Foodland-Opposite-Rosary-Church-Goregaon-West/022PXX22-XX22-190109202509-G8I8_BZDET?xid=TXVtYmFpIEdyb2NlcnkgU3RvcmVzIEdvcmVnYW9u,Goregaon
Laxmi Mart Near Jain Temple Goregaon West,0.29 KM,4.4,106 Votes,"Laxmi Mart, Plot No 76, Hem Kunj, Station Road, Jawaharnagar Road No 1, Goregaon West, Mumbai - 400062, Near Jain Temple",https://www.justdial.com/Mumbai/Laxmi-Mart-Near-Jain-Temple-Goregaon-West/022PXX22-XX22-160630213658-M7Z6_BZDET?xid=TXVtYmFpIEdyb2NlcnkgU3RvcmVzIEdvcmVnYW9u,Goregaon
Chhaya Chana Shop Opp goregaon Boot House Goregaon West,0.62 KM,4.2,23 Votes,"Shop No. 6 Shri Shrimal House, Station Road, Goregaon West, Mumbai - 400062, Opp.goregaon Boot House",https://www.justdial.com/Mumbai/Chhaya-Chana-Shop-Opp-goregaon-Boot-House-Goregaon-West/022PXX22-XX22-000306204399-P3P2_BZDET?xid=TXVtYmFpIEdyb2NlcnkgU3RvcmVzIEdvcmVnYW9u,Goregaon
Popular Stores Near Pritam Hotel Goregaon East,0.93 KM,4.0,106 Votes,"Shop No 2, Kashi Niwas, Aarey Road, Goregaon East, Mumbai - 400063, Near Pritam Hotel",https://www.justdial.com/Mumbai/Popular-Stores-Near-Pritam-Hotel-Goregaon-East/022PXX22-XX22-091024122158-J7W3_BZDET?xid=TXVtYmFpIEdyb2NlcnkgU3RvcmVzIEdvcmVnYW9u,Goregaon
Laxmi Dal Mill Near Ayyapa Temple Road Bangur Nagar goregaon West,1.48 KM,4.0,105 Votes,"Shop No 60, Hiramani Ratan Shopping Centre, Bangur Nagar Police Chowki Street, Bangur Nagar-goregaon West, Mumbai - 400104, Near Ayyapa Temple Road",https://www.justdial.com/Mumbai/Laxmi-Dal-Mill-Near-Ayyapa-Temple-Road-Bangur-Nagar-goregaon-West/022PK009603_BZDET?xid=TXVtYmFpIEdyb2NlcnkgU3RvcmVzIEdvcmVnYW9u,Goregaon
Easy Day Fresh Opposite Goregaon West,0.51 KM,4.4,6 Votes,"Shop Number 9/10 ,Dhanlaxmi Society Ltd, Vivek Niketan Road, Vivek Niketan Roadmahatma Gandhi Road, Goregaon West, Mumbai - 400062, Opposite",https://www.justdial.com/Mumbai/Easy-Day-Fresh-Opposite-Goregaon-West/022PXX22-XX22-180927140450-D1J7_BZDET?xid=TXVtYmFpIEdyb2NlcnkgU3RvcmVzIEdvcmVnYW9u,Goregaon
Samant Bandhu Near Goregaon Station Goregaon West,0.55 KM,4.5,15 Votes,"Shop No.8/A, Shakti Niwas, Station Road, Goregaon West, Mumbai - 400062, Near Goregaon Station",https://www.justdial.com/Mumbai/Samant-Bandhu-Near-Goregaon-Station-Goregaon-West/022PXX22-XX22-000583138984-A6G2_BZDET?xid=TXVtYmFpIEdyb2NlcnkgU3RvcmVzIEdvcmVnYW9u,Goregaon
Simply Organics Opposite Sejal Park Goregaon West,1.17 KM,4.5,16 Votes,"192/1538, Motilal Nagar No. 1, BEST Colony Road, Goregaon West, Mumbai - 400104, Opposite Sejal Park",https://www.justdial.com/Mumbai/Simply-Organics-Opposite-Sejal-Park-Goregaon-West/022PXX22-XX22-180903154724-H3T1_BZDET?xid=TXVtYmFpIEdyb2NlcnkgU3RvcmVzIEdvcmVnYW9u,Goregaon
Ajanta Stores Opposite Janta Dugdhalaya Goregaon West,0.25 KM,4.1,36 Votes,"176/9-10, Jawahar Nagar, Road No. 11, Goregaon West, Mumbai - 400062, Opposite Janta Dugdhalaya",https://www.justdial.com/Mumbai/Ajanta-Stores-Opposite-Janta-Dugdhalaya-Goregaon-West/022PXX22-XX22-120228230958-A7W8_BZDET?xid=TXVtYmFpIEdyb2NlcnkgU3RvcmVzIEdvcmVnYW9u,Goregaon
Easyday Fresh Store Near Satym Park Hall Goregaon Goregaon East,1.37 KM,3.6,59 Votes,"Shop No.4&5,Ground Floor,Bhanukant Complex, (East), Goregaon East, Mumbai - 400063, Near Satym Park Hall Goregaon",https://www.justdial.com/Mumbai/Easyday-Fresh-Store-Near-Satym-Park-Hall-Goregaon-Goregaon-East/022PXX22-XX22-180328025234-J3N1_BZDET?xid=TXVtYmFpIEdyb2NlcnkgU3RvcmVzIEdvcmVnYW9u,Goregaon
Ananda Stores S V Road Goregaon West,0.12 KM,4.1,15 Votes,"15, Jawahar Nagar, Goregaon West, Mumbai - 400062, S V Road",https://www.justdial.com/Mumbai/Ananda-Stores-S-V-Road-Goregaon-West/022PXX22-XX22-120404014224-A6Q7_BZDET?xid=TXVtYmFpIEdyb2NlcnkgU3RvcmVzIEdvcmVnYW9u,Goregaon
Dhiraj Grain Stores Opposite Ambe Mata Mandir Goregaon West,0.36 KM,4.4,20 Votes,"Shop No 71, Road No 1, Goregaon West, Mumbai - 400062, Opposite Ambe Mata Mandir",https://www.justdial.com/Mumbai/Dhiraj-Grain-Stores-Opposite-Ambe-Mata-Mandir-Goregaon-West/022PF016769_BZDET?xid=TXVtYmFpIEdyb2NlcnkgU3RvcmVzIEdvcmVnYW9u,Goregaon
New Chhaya Chana Mart Near New India Cooperative Bank Goregaon West,0.4 KM,4.2,151 Votes,"Shop No 1, Purnima Building, M G Road, Goregaon West, Mumbai - 400104, Near New India Cooperative Bank",https://www.justdial.com/Mumbai/New-Chhaya-Chana-Mart-Near-New-India-Cooperative-Bank-Goregaon-West/022PXX22-XX22-120607152007-F2P3_BZDET?xid=TXVtYmFpIEdyb2NlcnkgU3RvcmVzIEdvcmVnYW9u,Goregaon
Annapoorna Super Market Near Off M G Road Goregaon West,0.75 KM,4.9,8 Votes,"Plot No-81, Shop No-2/3, Nightingale Building, L T Nagar Road No-5r, Goregaon West, Mumbai - 400104, Near Off M G Road",https://www.justdial.com/Mumbai/Annapoorna-Super-Market-Near-Off-M-G-Road-Goregaon-West/022PXX22-XX22-181117113012-E3P5_BZDET?xid=TXVtYmFpIEdyb2NlcnkgU3RvcmVzIEdvcmVnYW9u,Goregaon
Balubhai Dharsi Company Opposite Jain Temple Goregaon West,0.77 KM,4.2,19 Votes,"Shop No 8/9, Tripathi Bhawan, Aarey Road, Goregaon West, Mumbai - 400062, Opposite Jain Temple",https://www.justdial.com/Mumbai/Balubhai-Dharsi-Company-Opposite-Jain-Temple-Goregaon-West/022PXX22-XX22-000483645717-L1D3_BZDET?xid=TXVtYmFpIEdyb2NlcnkgU3RvcmVzIEdvcmVnYW9u,Goregaon
Patel Enterprises Motilal Nagar No 1 Goregaon West,0.78 KM,3.9,11 Votes,"91/727, Goregaon West, Mumbai - 400104, Motilal Nagar No 1",https://www.justdial.com/Mumbai/Patel-Enterprises-Motilal-Nagar-No-1-Goregaon-West/022PXX22-XX22-130228204614-A3L3_BZDET?xid=TXVtYmFpIEdyb2NlcnkgU3RvcmVzIEdvcmVnYW9u,Goregaon
Apna Bazar Goregaon West,0.8 KM,3.9,13 Votes,"Unnatural nagar No-2, Yeshwant nagar Goregaon, Goregaon West, Mumbai - 400062",https://www.justdial.com/Mumbai/Apna-Bazar-Goregaon-West/022PXX22-XX22-121120115306-Y2U7_BZDET?xid=TXVtYmFpIEdyb2NlcnkgU3RvcmVzIEdvcmVnYW9u,Goregaon
Ravi Super Market Near St Thomas School Goregaon East,1.14 KM,4.0,57 Votes,"Shop No 8, Shree Niketan, Pandurang Wadi Road, Goregaon East, Mumbai - 400063, Near St Thomas School",https://www.justdial.com/Mumbai/Ravi-Super-Market-Near-St-Thomas-School-Goregaon-East/022PXX22-XX22-120224202846-D1M1_BZDET?xid=TXVtYmFpIEdyb2NlcnkgU3RvcmVzIEdvcmVnYW9u,Goregaon
Nayak Mangalore Store Near Roasry Church Goregaon West,1 KM,3.9,7 Votes,"Shop No. 95, LT Nagar, MG Road, Goregaon West, Mumbai - 400062, Near Roasry Church",https://www.justdial.com/Mumbai/Nayak-Mangalore-Store-Near-Roasry-Church-Goregaon-West/022P1229503220F6U5Q9_BZDET?xid=TXVtYmFpIEdyb2NlcnkgU3RvcmVzIEdvcmVnYW9u,Goregaon
Oswal Grain Store Near Pandurang Wadi Goregaon East,1.2 KM,4.4,17 Votes,"Road No 1, Madhukar Digambar Deshpande Road, Goregaon East, Mumbai - 400063, Near Pandurang Wadi",https://www.justdial.com/Mumbai/Oswal-Grain-Store-Near-Pandurang-Wadi-Goregaon-East/022PXX22-XX22-130612164602-I2K9_BZDET?xid=TXVtYmFpIEdyb2NlcnkgU3RvcmVzIEdvcmVnYW9u,Goregaon
Banas Oil Shop Centre Opposite Sunder Nagar and Dhl Building Goregaon West,1.61 KM,3.9,11 Votes,"Shop No 2 Tahura Mansion, S V Road, Goregaon West, Mumbai - 400062, Opposite Sunder Nagar and Dhl Building",https://www.justdial.com/Mumbai/Banas-Oil-Shop-Centre-Opposite-Sunder-Nagar-and-Dhl-Building-Goregaon-West/022P5576435_BZDET?xid=TXVtYmFpIEdyb2NlcnkgU3RvcmVzIEdvcmVnYW9u,Goregaon
Niti Stores Near Aarti Shop Goregaon West,0.24 KM,4.2,41 Votes,"Shop No. 156, S V Road, Goregaon West, Mumbai - 400104, Near Aarti Shop",https://www.justdial.com/Mumbai/Niti-Stores-Near-Aarti-Shop-Goregaon-West/022PXX22-XX22-110330123443-X6U6_BZDET?xid=TXVtYmFpIEdyb2NlcnkgU3RvcmVzIEdvcmVnYW9u,Goregaon
Pragati General Store Siddharth Nagar Goregaon West,0.83 KM,4.1,7 Votes,"Shop No 5, Suyojana Co Operative Housing Society, Road No 17, Goregaon West, Mumbai - 400062, Siddharth Nagar",https://www.justdial.com/Mumbai/Pragati-General-Store-Siddharth-Nagar-Goregaon-West/022P1232642398M2G7W5_BZDET?xid=TXVtYmFpIEdyb2NlcnkgU3RvcmVzIEdvcmVnYW9u,Goregaon
Pushpa General Stores Near Govind Shirodkar Wadi Goregaon East,0.89 KM,3.8,6 Votes,"Shop No 2, Govind Shirodkarwadi, Aarey Road, Goregaon East, Mumbai - 400063, Near,Govind Shirodkar Wadi",https://www.justdial.com/Mumbai/Pushpa-General-Stores-Near-Govind-Shirodkar-Wadi-Goregaon-East/022P1074150_BZDET?xid=TXVtYmFpIEdyb2NlcnkgU3RvcmVzIEdvcmVnYW9u,Goregaon
Gala Super Market Opposite Old Best Colony Goregaon West,0.92 KM,3.7,93 Votes,"34/275,Motilal Nagar No-1, Best Nagar,, Goregaon West, Mumbai - 400104, Opposite Old Best Colony",https://www.justdial.com/Mumbai/Gala-Super-Market-Opposite-Old-Best-Colony-Goregaon-West/022PXX22-XX22-130301161858-K1K1_BZDET?xid=TXVtYmFpIEdyb2NlcnkgU3RvcmVzIEdvcmVnYW9u,Goregaon
Amar Ann Bhandar Near Udipi Vihar Hotel Goregaon East,1.02 KM,4.6,13 Votes,"Shop No-9,10 & 11, Coral Park Chsl, Aarey Road, Goregaon East, Mumbai - 400063, Near Udipi Vihar Hotel",https://www.justdial.com/Mumbai/Amar-Ann-Bhandar-Near-Udipi-Vihar-Hotel-Goregaon-East/022PXX22-XX22-140226124900-V4I3_BZDET?xid=TXVtYmFpIEdyb2NlcnkgU3RvcmVzIEdvcmVnYW9u,Goregaon
Truebrew LLP Jaycoach Goregaon East,1.82 KM,4.8,12 Votes,"B/103A Shreyas Industrial Estate, Goregaon East, Mumbai - 400063, Jaycoach",https://www.justdial.com/Mumbai/Truebrew-LLP-Jaycoach-Goregaon-East/022PXX22-XX22-180413095834-Y3T2_BZDET?xid=TXVtYmFpIEdyb2NlcnkgU3RvcmVzIEdvcmVnYW9u,Goregaon
MS Ratilal Devshi Shree Nagar Colony Goregaon West,0.45 KM,4.4,12 Votes,"Shop No.3 & 4, Paras Building, M G Road,, Goregaon West, Mumbai - 400062, Shree Nagar Colony",https://www.justdial.com/Mumbai/MS-Ratilal-Devshi-Shree-Nagar-Colony-Goregaon-West/022P1224540962P8M6L4_BZDET?xid=TXVtYmFpIEdyb2NlcnkgU3RvcmVzIEdvcmVnYW9u,Goregaon
N S Gala General Store Near Union Bank Goregaon East,0.67 KM,4.2,11 Votes,"Shop No.06, Sarvan Mantion, Sonawala Road, Goregaon East, Mumbai - 400063, Near Union Bank",https://www.justdial.com/Mumbai/N-S-Gala-General-Store-Near-Union-Bank-Goregaon-East/022PXX22-XX22-090821205515-G4Q1_BZDET?xid=TXVtYmFpIEdyb2NlcnkgU3RvcmVzIEdvcmVnYW9u,Goregaon
Gujrals Mega Mart Near Tobotil Near State Bank Of India Govandi East,0.57 KM,3.8,13 Votes,"Shop No.18, Govandi Street, Govandi East, Mumbai - 400088, Near Tobotil, Near State Bank Of India",https://www.justdial.com/Mumbai/Gujrals-Mega-Mart-Near-Tobotil-Near-State-Bank-Of-India-Govandi-East/022PXX22-XX22-131227141916-E7I3_BZDET?xid=TXVtYmFpIEdyb2NlcnkgU3RvcmVzIEdvdmFuZGk=,Govandi
S Mart Govandi East,1.05 KM,4.2,30 Votes,"Patil Wadi, Bs Devashi Marg, Govandi East, Mumbai - 400088",https://www.justdial.com/Mumbai/S-Mart-Govandi-East/022PXX22-XX22-181207152358-W5H6_BZDET?xid=TXVtYmFpIEdyb2NlcnkgU3RvcmVzIEdvdmFuZGk=,Govandi
Quality Bakery Govandi East,,4.2,5 Votes,"Shop No. 3,P.L.Lokhnde Marg, Buddha Nagar, Govandi East, Mumbai - 400088",https://www.justdial.com/Mumbai/Quality-Bakery-Govandi-East/022PXX22-XX22-170921171547-T1D4_BZDET?xid=TXVtYmFpIEdyb2NlcnkgU3RvcmVzIEdvdmFuZGk=,Govandi
Dilawar Stores Govandi West,0.8 KM,4.4,10 Votes,"Number 4, Govandi Slums, Indira Nagar, Phase Ii, Shivaji Nagar, Road, Govandi West, Mumbai - 400043",https://www.justdial.com/Mumbai/Dilawar-Stores-Govandi-West/022PXX22-XX22-181207151150-H5D8_BZDET?xid=TXVtYmFpIEdyb2NlcnkgU3RvcmVzIEdvdmFuZGk=,Govandi
Dadi Maa Masala Centre Near Kokan Bank Shivaji Nagar Govandi East,0.92 KM,5.0,5 Votes,"Shop Number.3089 Plot Number.5 Gajanan Colony, Govandi East, Mumbai - 400088, Near Kokan Bank Shivaji Nagar",https://www.justdial.com/Mumbai/Dadi-Maa-Masala-Centre-Near-Kokan-Bank-Shivaji-Nagar-Govandi-East/022PXX22-XX22-180901073442-G1X8_BZDET?xid=TXVtYmFpIEdyb2NlcnkgU3RvcmVzIEdvdmFuZGk=,Govandi
K G N General Store Police Station Govandi West,1.01 KM,4.8,8 Votes,"Shop No 1 Building No 7 C, Mahada Colony, Govandi West, Mumbai - 400043, Police Station",https://www.justdial.com/Mumbai/K-G-N-General-Store-Police-Station-Govandi-West/022PXX22-XX22-151216185026-I1L3_BZDET?xid=TXVtYmFpIEdyb2NlcnkgU3RvcmVzIEdvdmFuZGk=,Govandi
Crown Store Opp Indian Oil Govandi West,1.04 KM,4.6,8 Votes,"Shop No.7, Shankra Colony, Ghatkoper Mandhurd Link Road, Govandi West, Mumbai - 400043, Opp Indian Oil",https://www.justdial.com/Mumbai/Crown-Store-Opp-Indian-Oil-Govandi-West/022PXX22-XX22-180219162206-J4N7_BZDET?xid=TXVtYmFpIEdyb2NlcnkgU3RvcmVzIEdvdmFuZGk=,Govandi
Danapaani Retail Dukes Company Deonar,,4.9,7 Votes,"Majethia Industrial Estate, Wt Patil Marg, Deonar, Mumbai - 400088, Dukes Company",https://www.justdial.com/Mumbai/Danapaani-Retail-Dukes-Company-Deonar/022PXX22-XX22-130725000015-M5L4_BZDET?xid=TXVtYmFpIEdyb2NlcnkgU3RvcmVzIEdvdmFuZGk=,Govandi
Royal General Stores Jogeshwari West,0.89 KM,4.3,119 Votes,"Live Well Co-Operative Housing Society, Beheram Baug Road, Jogeshwari West, Mumbai - 400102",https://www.justdial.com/Mumbai/Royal-General-Stores-Jogeshwari-West/022PXX22-XX22-001166248271-W5E2_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEpvZ2VzaHdhcmk=,Jogeshwari
Salman Medical General Store Opposite Ram Shyam Jogeshwari West,0.78 KM,4.2,167 Votes,"Shop No 4,A Wing Raj Nagar Colony, S V Road, Jogeshwari West, Mumbai - 400102, Opposite Ram Shyam",https://www.justdial.com/Mumbai/Salman-Medical-General-Store-Opposite-Ram-Shyam-Jogeshwari-West/022PXX22-XX22-151222174307-B4P2_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEpvZ2VzaHdhcmk=,Jogeshwari
Obaid Medical General Store Below Malika Hospital Jogeshwari West,0.19 KM,4.1,252 Votes,"Shop No 6, R B Sharma Centre, S V Road, Jogeshwari West, Mumbai - 400102, Below Malika Hospital",https://www.justdial.com/Mumbai/Obaid-Medical-General-Store-Below-Malika-Hospital-Jogeshwari-West/022PXX22-XX22-160910182745-P2C3_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEpvZ2VzaHdhcmk=,Jogeshwari
Omair Medical General Store Opposite Raj Nagar Jogeshwari West,0.77 KM,4.1,184 Votes,"Shop Number 2, Rippon Apartment, S V Road, Jogeshwari West, Mumbai - 400102, Opposite Raj Nagar",https://www.justdial.com/Mumbai/Omair-Medical-General-Store-Opposite-Raj-Nagar-Jogeshwari-West/022PK007248_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEpvZ2VzaHdhcmk=,Jogeshwari
Huda Medical General Stores Opposite Orbit Eye Centre Jogeshwari West,0.78 KM,3.7,34 Votes,"Shop No. B/4, Ripon Apartment, S V Road, Jogeshwari West, Mumbai - 400102, Opposite Orbit Eye Centre",https://www.justdial.com/Mumbai/Huda-Medical-General-Stores-Opposite-Orbit-Eye-Centre-Jogeshwari-West/022P1233081520I5S6Q9_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEpvZ2VzaHdhcmk=,Jogeshwari
Royal General Store Opp Fish Market Jogeshwari West,0.88 KM,4.3,148 Votes,"Live Wel Co-Op. Housing Society, Behram Baug, Jogeshwari West, Mumbai - 400102, Opp Fish Market",https://www.justdial.com/Mumbai/Royal-General-Store-Opp-Fish-Market-Jogeshwari-West/022PXX22-XX22-160909162759-A7R6_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEpvZ2VzaHdhcmk=,Jogeshwari
Arihant Medical General Store Opposite Ismail Yusuf College Jogeshwari East,0.66 KM,4.3,33 Votes,"Shop No 1, Shree Niketan Building, Hfs Road, Jogeshwari East, Mumbai - 400060, Opposite Ismail Yusuf College",https://www.justdial.com/Mumbai/Arihant-Medical-General-Store-Opposite-Ismail-Yusuf-College-Jogeshwari-East/022PF015268_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEpvZ2VzaHdhcmk=,Jogeshwari
Ashoka Medical General Store Near Ismael Yusuf College Ground Jogeshwari East,0.58 KM,4.5,19 Votes,"Shop No. 2, Nilesh Building, Jogeshwari East, Mumbai - 400060, Near Ismael Yusuf College Ground",https://www.justdial.com/Mumbai/Ashoka-Medical-General-Store-Near-Ismael-Yusuf-College-Ground-Jogeshwari-East/022P5401226_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEpvZ2VzaHdhcmk=,Jogeshwari
Hayat Medical General Store Near millat nurshing home Jogeshwari West,0.5 KM,3.8,20 Votes,"Shop No 4, Markaz View, S V Road, Jogeshwari West, Mumbai - 400102, Near millat nurshing home",https://www.justdial.com/Mumbai/Hayat-Medical-General-Store-Near-millat-nurshing-home-Jogeshwari-West/022P1231354550N2N1V4_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEpvZ2VzaHdhcmk=,Jogeshwari
Prakash Medical Store Natwar Nagar Jogeshwari East,1.06 KM,4.1,35 Votes,"Shop No 3/4, Tivoli Terrace, Road No 5, Jogeshwari East, Mumbai - 400060, Natwar Nagar",https://www.justdial.com/Mumbai/Prakash-Medical-Store-Natwar-Nagar-Jogeshwari-East/022PAPP20071229IROJ5735360_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEpvZ2VzaHdhcmk=,Jogeshwari
Apna Medical General Stores Near Hotel Firdoss Jogeshwari West,1.16 KM,4.5,23 Votes,"Shop No 3 Hasanabad Apartment, Behram Baug Road, Jogeshwari West, Mumbai - 400102, Near Hotel Firdoss",https://www.justdial.com/Mumbai/Apna-Medical-General-Stores-Near-Hotel-Firdoss-Jogeshwari-West/022P5591077_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEpvZ2VzaHdhcmk=,Jogeshwari
Chamunda Medical General Stores Natwar Nagar Jogeshwari East,1.23 KM,3.7,24 Votes,"3/12, Sahyadri Cottage, P P Dias Compound, Road No 5, Jogeshwari East, Mumbai - 400060, Natwar Nagar",https://www.justdial.com/Mumbai/Chamunda-Medical-General-Stores-Natwar-Nagar-Jogeshwari-East/022PXX22-XX22-120829001246-R9F3_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEpvZ2VzaHdhcmk=,Jogeshwari
