Name,Distance,Rating,Votes,Address,Website,OriginFile 
Mansi Medical General Stores Near Garodia Nagar Opp Union Bank Of India Ghatkopar East,0.75 KM,4.2,61 Votes,"157, Shop No 8, Neelkanth Bldg, Vallabh Baug Lane, Ghatkopar East, Mumbai - 400077, Near Garodia Nagar, Opp Union Bank Of India",https://www.justdial.com/Mumbai/Mansi-Medical-General-Stores-Near-Garodia-Nagar-Opp-Union-Bank-Of-India-Ghatkopar-East/022PXX22-XX22-000147079290-G8M8_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEdoYXRrb3Bhcg==,Ghatkopar
Central Department Stores Opposite Doshi Nursing Home Ghatkopar East,0.34 KM,4.0,24 Votes,"10, Hingwala Bunglow, Hingwala Lane, Ghatkopar East, Mumbai - 400077, Opposite Doshi Nursing Home",https://www.justdial.com/Mumbai/Central-Department-Stores-Opposite-Doshi-Nursing-Home-Ghatkopar-East/022PXX22-XX22-130430164001-Z6A8_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEdoYXRrb3Bhcg==,Ghatkopar
Alka General Stores Opposite Building No 106 Pant Nagarshakhar Market Pant Naga Ghatkopar East,0.86 KM,4.1,32 Votes,"Shop No 5, Station Road, Ghatkopar East, Mumbai - 400075, Opposite Building No 106, Pant Nagarshakhar Market Pant Naga",https://www.justdial.com/Mumbai/Alka-General-Stores-Opposite-Building-No-106-Pant-Nagarshakhar-Market-Pant-Naga-Ghatkopar-East/022PK028123_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEdoYXRrb3Bhcg==,Ghatkopar
Bhavin Medical Stores Near Pushpa Vihar Hotel Ghatkopar East,0.87 KM,3.6,28 Votes,"186/5 , Ratan Palace, Garodia Nagar, Ghatkopar East, Mumbai - 400077, Near Pushpa Vihar Hotel",https://www.justdial.com/Mumbai/Bhavin-Medical-Stores-Near-Pushpa-Vihar-Hotel-Ghatkopar-East/022P8805078_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEdoYXRrb3Bhcg==,Ghatkopar
Riddhi Medical General Store Near Sarvodaya Hospital Ghatkopar West,0.88 KM,4.4,38 Votes,"Trimurti Arcade Shop No 8 & 9 Gandhi Nagar, L B S Marg, Ghatkopar West, Mumbai - 400086, Near Sarvodaya Hospital",https://www.justdial.com/Mumbai/Riddhi-Medical-General-Store-Near-Sarvodaya-Hospital-Ghatkopar-West/022P1930753_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEdoYXRrb3Bhcg==,Ghatkopar
Shah Book Centre General Stores Opposite Sndt College Ghatkopar West,0.43 KM,4.0,37 Votes,"Monish Suruwat Building Ashish Complex, M G Road, Kama Gali, Ghatkopar West, Mumbai - 400086, Opposite Sndt College",https://www.justdial.com/Mumbai/Shah-Book-Centre-General-Stores-Opposite-Sndt-College-Ghatkopar-West/022PF014716_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEdoYXRrb3Bhcg==,Ghatkopar
Sweet An Sor Opposite Cama Lane Ghatkopar West,0.44 KM,3.9,106 Votes,"Shop No 1, Moti Mahal, M G Road, Ghatkopar West, Mumbai - 400086, Opposite Cama Lane",https://www.justdial.com/Mumbai/Sweet-An-Sor-Opposite-Cama-Lane-Ghatkopar-West/022PXX22-XX22-090714180158-N1Z7_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEdoYXRrb3Bhcg==,Ghatkopar
Ratna Supermarket Ghatkopar East,,4.0,4 Votes,"Ghatkopar East, Mumbai - 400077",https://www.justdial.com/Mumbai/Ratna-Supermarket-Ghatkopar-East/022PXX22-XX22-170514141704-H2G8_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEdoYXRrb3Bhcg==,Ghatkopar
Food Junction Near Extension Lane Ghatkopar East,0.79 KM,3.4,5 Votes,"14c, Garodia Nagar, Vallabh Baug Lane, Ghatkopar East, Mumbai - 400077, Near Extension Lane",https://www.justdial.com/Mumbai/Food-Junction-Near-Extension-Lane-Ghatkopar-East/022PXX22-XX22-180901082219-P3S7_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEdoYXRrb3Bhcg==,Ghatkopar
Lucky General Stores Near Swami Narayan Temple Ghatkopar East,0.15 KM,3.9,17 Votes,"Shop No 5, Jai Jawan Nagar Building, R B Mehta Marg, Ghatkopar East, Mumbai - 400077, Near Swami Narayan Temple",https://www.justdial.com/Mumbai/Lucky-General-Stores-Near-Swami-Narayan-Temple-Ghatkopar-East/022P1943575_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEdoYXRrb3Bhcg==,Ghatkopar
Janata Masala Stores Neat Tip Top Farsan Mart Ghatkopar East,0.19 KM,3.8,11 Votes,"Shree Sadan Bldg, Vallabh Baug Lane, Ghatkopar East, Mumbai - 400077, Neat Tip Top Farsan Mart",https://www.justdial.com/Mumbai/Janata-Masala-Stores-Neat-Tip-Top-Farsan-Mart-Ghatkopar-East/022POCE2596_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEdoYXRrb3Bhcg==,Ghatkopar
Benefit Counter Opposite Kotak Mahindra Bank Ghatkopar East,0.22 KM,4.1,17 Votes,"Kailash Mahal, Vallabh Baug Lane, Ghatkopar East, Mumbai - 400077, Opposite Kotak Mahindra Bank",https://www.justdial.com/Mumbai/Benefit-Counter-Opposite-Kotak-Mahindra-Bank-Ghatkopar-East/022P1943623_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEdoYXRrb3Bhcg==,Ghatkopar
Vijay general store Near ashirwad hospital Ghatkopar East,0.48 KM,4.0,45 Votes,"Shop No 1, Kailash Kiran Building, Tilak Road, Ghatkopar East, Mumbai - 400077, Near ashirwad hospital",https://www.justdial.com/Mumbai/Vijay-general-store-Near-ashirwad-hospital-Ghatkopar-East/022PXX22-XX22-130112134929-I2H3_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEdoYXRrb3Bhcg==,Ghatkopar
Apna Bazar Co op Departmental Store Garodia Nagar Ghatkopar East,0.88 KM,3.8,69 Votes,"Shop No 7/8 Plot No 130 Mahavir Mahal, Ghatkopar East, Mumbai - 400077, Garodia Nagar",https://www.justdial.com/Mumbai/Apna-Bazar-Co-op-Departmental-Store-Garodia-Nagar-Ghatkopar-East/022P8904595_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEdoYXRrb3Bhcg==,Ghatkopar
Salim Store Chirag Nagar Ghatkopar West,,,0 Votes,"Zulekha B Chwal Room No 1 Parci Wadi, Chirag Nagar-Ghatkopar West, Mumbai - 400086",https://www.justdial.com/Mumbai/Salim-Store-Chirag-Nagar-Ghatkopar-West/022PXX22-XX22-191227172516-T2P2_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEdoYXRrb3Bhcg==,Ghatkopar
Sahakar Bhandar Beside Mumbai District Bank Ghatkopar West,1.7 KM,3.8,14 Votes,"Shop No 1/2, Ramsagar, Bhatwadi, Ghatkopar West, Mumbai - 400084, Beside Mumbai District Bank",https://www.justdial.com/Mumbai/Sahakar-Bhandar-Beside-Mumbai-District-Bank-Ghatkopar-West/022P1227640148F8E5P7_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEdoYXRrb3Bhcg==,Ghatkopar
Shree Siddhivinayak Medical General Store Pant Nagar Opposite Ganesh Temple Ghatkopar East,0.4 KM,4.0,5 Votes,"Shop No 2, 90ft Road, Ghatkopar East, Mumbai - 400075, Pant Nagar, Opposite Ganesh Temple",https://www.justdial.com/Mumbai/Shree-Siddhivinayak-Medical-General-Store-Pant-Nagar-Opposite-Ganesh-Temple-Ghatkopar-East/022P1238016686D5Z1Z7_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEdoYXRrb3Bhcg==,Ghatkopar
Ashirvad Traders Amrut Nagar ghatkopar West,0.55 KM,3.5,2 Votes,"Shop C/19, Sagar Park, S.k.road, Amrut Nagar-ghatkopar West, Mumbai - 400086",https://www.justdial.com/Mumbai/Ashirvad-Traders-Amrut-Nagar-ghatkopar-West/022P1225812134Z6D3Y1_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEdoYXRrb3Bhcg==,Ghatkopar
Shivam Dry Fruits Farsan General Store Ghatkopar West,0.78 KM,,0 Votes,"1 A Gandhi Bungalow, SH Karani Lane, Goal Galli, Ghatkopar West, Mumbai - 400086",https://www.justdial.com/Mumbai/Shivam-Dry-Fruits-Farsan-General-Store-Ghatkopar-West/022PXX22-XX22-190516140822-W5D8_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEdoYXRrb3Bhcg==,Ghatkopar
Ashapura Grain Stores Opp KBC Ghatkopar East,1.38 KM,5.0,3 Votes,"Laxmi Nagar , Shop No 3, Sai Siddhi Tower, Ghatkopar East, Mumbai - 400075, Opp KBC",https://www.justdial.com/Mumbai/Ashapura-Grain-Stores-Opp-KBC-Ghatkopar-East/022PXX22-XX22-180408224446-A4H7_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEdoYXRrb3Bhcg==,Ghatkopar
Garden Sweet Farsan Dry Fruits Opp Hotel Gurukrupa Ghatkopar East,0.22 KM,4.0,1 Votes,"Shop No 3, Happy Home Bldg, Tilak Road, Ghatkopar East, Mumbai - 400077, Opp Hotel Gurukrupa",https://www.justdial.com/Mumbai/Garden-Sweet-Farsan-Dry-Fruits-Opp-Hotel-Gurukrupa-Ghatkopar-East/022PXX22-XX22-101026172652-G8U7_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEdoYXRrb3Bhcg==,Ghatkopar
Uday Stores Ghatkopar West,0.53 KM,3.8,19 Votes,"Shop No 3, Shree Mahalaxmi Appartment, Cama Lane, Ghatkopar West, Mumbai - 400086",https://www.justdial.com/Mumbai/Uday-Stores-Ghatkopar-West/022PXX22-XX22-171027140406-I2S7_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEdoYXRrb3Bhcg==,Ghatkopar
Arjun Kirana Stores Behind Bldg No 308 Panthr Nagar Ghatkopar East,0.72 KM,4.7,3 Votes,"SAI Baba Market, Ghatkopar East, Mumbai - 400075, Behind Bldg No 308, Panthr Nagar",https://www.justdial.com/Mumbai/Arjun-Kirana-Stores-Behind-Bldg-No-308-Panthr-Nagar-Ghatkopar-East/022PXX22-XX22-090722093955-M4Q9_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEdoYXRrb3Bhcg==,Ghatkopar
B K Soap Centre Ghatkopar West,0.75 KM,3.7,9 Votes,"Shop No. 2, Kailash Vihar, J V Road, Khot Lane, Ghatkopar West, Mumbai - 400086",https://www.justdial.com/Mumbai/B-K-Soap-Centre-Ghatkopar-West/022PF017406_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEdoYXRrb3Bhcg==,Ghatkopar
Niranjan General Stores Opposite Telephone Exchange Ghatkopar West,0.82 KM,4.1,100 Votes,"4/5, Shiv Plaza, L B S Road, Ghatkopar West, Mumbai - 400086, Opposite Telephone Exchange",https://www.justdial.com/Mumbai/Niranjan-General-Stores-Opposite-Telephone-Exchange-Ghatkopar-West/022PGE06023_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEdoYXRrb3Bhcg==,Ghatkopar
Bhawani Medical General Stores Sahakar Market Opposite Building No 106 Pant Nagar Ghatkopar East,0.86 KM,5.0,1 Votes,"Shop No 6, Ghatkopar East, Mumbai - 400075, Sahakar Market, Opposite Building No 106, Pant Nagar",https://www.justdial.com/Mumbai/Bhawani-Medical-General-Stores-Sahakar-Market-Opposite-Building-No-106-Pant-Nagar-Ghatkopar-East/022PXX22-XX22-121225133901-M7B4_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEdoYXRrb3Bhcg==,Ghatkopar
Meghdoot Grahak Bhandar Near Telephone Exchange Girdhar Nagar Ghatkopar West,1.15 KM,4.0,32 Votes,"Shop No 11, Jivadaya Lane, Ghatkopar West, Mumbai - 400086, Near Telephone Exchange, Girdhar Nagar",https://www.justdial.com/Mumbai/Meghdoot-Grahak-Bhandar-Near-Telephone-Exchange-Girdhar-Nagar-Ghatkopar-West/022PXX22-XX22-000766081744-X7H0_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEdoYXRrb3Bhcg==,Ghatkopar
Jaiswal Medical General Store Near Chiraj Nagar Ghatkopar West,1.21 KM,4.9,4 Votes,"Shop No 26, Babubhai Chelawal Chawl, Ghatkopar West, Mumbai - 400086, Near Chiraj Nagar",https://www.justdial.com/Mumbai/Jaiswal-Medical-General-Store-Near-Chiraj-Nagar-Ghatkopar-West/022PXX22-XX22-110108183235-W6V5_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEdoYXRrb3Bhcg==,Ghatkopar
Aashirwad Tea General Store Amrut Nagar Ghatkopar West,1.24 KM,4.6,5 Votes,"Shop No D 12, Sagar Park Chs Ltd, Ghatkopar West, Mumbai - 400086, Amrut Nagar",https://www.justdial.com/Mumbai/Aashirwad-Tea-General-Store-Amrut-Nagar-Ghatkopar-West/022P1931910_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEdoYXRrb3Bhcg==,Ghatkopar
Swami Samartha General Store Ghatkopar West,1.24 KM,4.0,4 Votes,"Shop No 8, Nityanand Nagar, L B S Marg, Ghatkopar West, Mumbai - 400086",https://www.justdial.com/Mumbai/Swami-Samartha-General-Store-Ghatkopar-West/022PXX22-XX22-151127180332-Q4R6_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEdoYXRrb3Bhcg==,Ghatkopar
Shree Ganesh General Store Ghatkopar East,1.27 KM,4.0,1 Votes,"Shop No 68, Kamraaj Nagar, Ghatkopar East, Mumbai - 400077",https://www.justdial.com/Mumbai/Shree-Ganesh-General-Store-Ghatkopar-East/022PXX22-XX22-141113174146-P5W6_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEdoYXRrb3Bhcg==,Ghatkopar
Dedhia Supermarket Shivaji Bhaji Market Ghatkopar West,1.42 KM,4.3,3 Votes,"Shop No 7A, Karsan Jasa Building, Sainath Nagar Road, Ghatkopar West, Mumbai - 400084, Shivaji Bhaji Market",https://www.justdial.com/Mumbai/Dedhia-Supermarket-Shivaji-Bhaji-Market-Ghatkopar-West/022PXX22-XX22-151003154249-Q1S5_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEdoYXRrb3Bhcg==,Ghatkopar
Anjali Medical General Store Gamdevi Road Near Shreyas Talkies Ghatkopar West,1.61 KM,4.1,18 Votes,"Shop No. 3J, L B S Marg, Jai Shankar Premises Co-Operative Housing Society, Sanghani Estate, Ghatkopar West, Mumbai - 400086, Gamdevi Road, Near Shreyas Talkies",https://www.justdial.com/Mumbai/Anjali-Medical-General-Store-Gamdevi-Road-Near-Shreyas-Talkies-Ghatkopar-West/022P1227698082J8G7Y1_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEdoYXRrb3Bhcg==,Ghatkopar
Namrata Dry Fruits General Stores Jalaram Nagar No 2 Ghatkopar East,0.21 KM,4.3,4 Votes,"Shop No 5, Vallabh Baug Lane, Ghatkopar East, Mumbai - 400077, Jalaram Nagar No 2",https://www.justdial.com/Mumbai/Namrata-Dry-Fruits-General-Stores-Jalaram-Nagar-No-2-Ghatkopar-East/022PXX22-XX22-000988536957-P5G3_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEdoYXRrb3Bhcg==,Ghatkopar
Laxmi Grain Stores Ghatkopar East,0.27 KM,4.1,7 Votes,"Shop No 1, Mahesh Kunj, Dr M P Vaidya Marg, Tilak Road, Ghatkopar East, Mumbai - 400077",https://www.justdial.com/Mumbai/Laxmi-Grain-Stores-Ghatkopar-East/022P5610115_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEdoYXRrb3Bhcg==,Ghatkopar
Dawaghar Medical General Stores Bhim Ngr Tansa Pipeline Rajawadi Ghatkopar East,0.39 KM,4.6,11 Votes,"Shop No 3-1/1, Ghatkopar East, Mumbai - 400077, Bhim Ngr Tansa Pipeline, Rajawadi",https://www.justdial.com/Mumbai/Dawaghar-Medical-General-Stores-Bhim-Ngr-Tansa-Pipeline-Rajawadi-Ghatkopar-East/022P8010789_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEdoYXRrb3Bhcg==,Ghatkopar
Rekha General Stores Opp Shayam Rao Vithal Bank Ghatkopar East,0.4 KM,4.4,13 Votes,"6, Shiv Niwas, Rajawadi RD No 1, Ghatkopar East, Mumbai - 400077, Opp Shayam Rao Vithal Bank",https://www.justdial.com/Mumbai/Rekha-General-Stores-Opp-Shayam-Rao-Vithal-Bank-Ghatkopar-East/022P1943851_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEdoYXRrb3Bhcg==,Ghatkopar
Kani Super Market Opposite Yashdhara Niwas Tansa Pipe Line Rajawadi Ghatkopar East,,3.2,7 Votes,"R N Gandhi Marg, 7 Road, Ghatkopar East, Mumbai - 400077, Opposite Yashdhara Niwas, Tansa Pipe Line, Rajawadi",https://www.justdial.com/Mumbai/Kani-Super-Market-Opposite-Yashdhara-Niwas-Tansa-Pipe-Line-Rajawadi-Ghatkopar-East/022P1237586965E2D7L8_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEdoYXRrb3Bhcg==,Ghatkopar
Jyoti General Store Opposite Shreyas Cinema Ghatkopar West,0.41 KM,3.5,2 Votes,"Shop No 3, L B S Marg, Ghatkopar West, Mumbai - 400086, Opposite Shreyas Cinema",https://www.justdial.com/Mumbai/Jyoti-General-Store-Opposite-Shreyas-Cinema-Ghatkopar-West/022PXX22-XX22-141031104538-K2S7_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEdoYXRrb3Bhcg==,Ghatkopar
Hari Om General Stores Near Bmc School Ghatkopar East,,5.0,1 Votes,"Kamraj Nagar Sai Darshan Chawl, 101, Super Exprees Highway, Ghatkopar East, Mumbai - 400077, Near Bmc School",https://www.justdial.com/Mumbai/Hari-Om-General-Stores-Near-Bmc-School-Ghatkopar-East/022PXX22-XX22-180422134224-Q4A6_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEdoYXRrb3Bhcg==,Ghatkopar
Shree Ganesh stores Pant Nagar Ghatkopar East,0.46 KM,,0 Votes,"22, Sayyadri, 90 Feet Road, Ghatkopar East, Mumbai - 400075, Pant Nagar",https://www.justdial.com/Mumbai/Shree-Ganesh-stores-Pant-Nagar-Ghatkopar-East/022PXX22-XX22-120406221619-Z4S5_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEdoYXRrb3Bhcg==,Ghatkopar
Jyoti dry fruit General store Near garden hotel Ghatkopar East,0.46 KM,4.0,1 Votes,"A-6 Kakkad estate, Rajawadi road, Ghatkopar East, Mumbai - 400077, Near garden hotel",https://www.justdial.com/Mumbai/Jyoti-dry-fruit-General-store-Near-garden-hotel-Ghatkopar-East/022PXX22-XX22-160531125354-F7A1_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEdoYXRrb3Bhcg==,Ghatkopar
Kumkum General Stores Near Hindusabha Hospital Ghatkopar West,0.53 KM,4.0,3 Votes,"15 Ratan Mahal, Shradhanand Road, Ghatkopar West, Mumbai - 400086, Near Hindusabha Hospital",https://www.justdial.com/Mumbai/Kumkum-General-Stores-Near-Hindusabha-Hospital-Ghatkopar-West/022P5348756_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEdoYXRrb3Bhcg==,Ghatkopar
Ashirwad Medical And General Store Ghatkopar East,,5.0,1 Votes,"Ghatkopar East, Mumbai - 400077",https://www.justdial.com/Mumbai/Ashirwad-Medical-And-General-Store-Ghatkopar-East/022PXX22-XX22-120113121231-H1T2_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEdoYXRrb3Bhcg==,Ghatkopar
New Chetana Grain Provision Stores Ghatkopar East,0.65 KM,5.0,5 Votes,"Vandana Apartment, Tilak Road, R B Mehta Rd, Rajawadi, Ghatkopar East, Mumbai, Ghatkopar East, Ghatkopar East, Mumbai - 400077",https://www.justdial.com/Mumbai/New-Chetana-Grain-Provision-Stores-Ghatkopar-East/022PXX22-XX22-110327101332-C8B4_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEdoYXRrb3Bhcg==,Ghatkopar
Shivam General Store Near Pant Nagar Ghatkopar East,0.67 KM,3.5,2 Votes,"Shop No 2, Building No 23, Rachna Society, Datta Mandir Road, Ghatkopar East, Mumbai - 400075, Near Pant Nagar",https://www.justdial.com/Mumbai/Shivam-General-Store-Near-Pant-Nagar-Ghatkopar-East/022PXX22-XX22-180523162006-R7Z5_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEdoYXRrb3Bhcg==,Ghatkopar
Lakhani General Stores Near Bata Showroom Ghatkopar West,0.72 KM,4.0,6 Votes,"Shop No A/6, Sagar Bonnzha, J V Road, Ghatkopar West, Mumbai - 400086, Near Bata Showroom",https://www.justdial.com/Mumbai/Lakhani-General-Stores-Near-Bata-Showroom-Ghatkopar-West/022PXX22-XX22-101022105441-N1D7_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEdoYXRrb3Bhcg==,Ghatkopar
Rex Stores Near Union Bank Garodia Nagar Ghatkopar East,0.74 KM,3.8,23 Votes,"156-5, Garodia Shopping Centre, Garodia Nagar, Garodia Nagar-Ghatkopar East, Mumbai - 400077, Near Union Bank",https://www.justdial.com/Mumbai/Rex-Stores-Near-Union-Bank-Garodia-Nagar-Ghatkopar-East/022P1229639671T9B5A9_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEdoYXRrb3Bhcg==,Ghatkopar
Mallinath Medical Store Near Pancholi Hospital Ghatkopar East,0.78 KM,3.8,36 Votes,"Shop No 22, Pancholi Hospital Building, 90 Feet Road, Ghatkopar East, Mumbai - 400077, Near Pancholi Hospital",https://www.justdial.com/Mumbai/Mallinath-Medical-Store-Near-Pancholi-Hospital-Ghatkopar-East/022P1227700583M9F5D2_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEdoYXRrb3Bhcg==,Ghatkopar
Prabhat General Stores Ghatkopar East,0.83 KM,3.6,10 Votes,"Shop No.4, Gowri Shankar Wadi 2, Pant Nagar, Ghatkopar East, Mumbai - 400075",https://www.justdial.com/Mumbai/Prabhat-General-Stores-Ghatkopar-East/022PXX22-XX22-180327235405-P9X2_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEdoYXRrb3Bhcg==,Ghatkopar
Honest Medical General Stores Pant Nagar Ghatkopar East,0.86 KM,5.0,1 Votes,"Naidu Colony, Ghatkopar East, Mumbai - 400075, Pant Nagar",https://www.justdial.com/Mumbai/Honest-Medical-General-Stores-Pant-Nagar-Ghatkopar-East/022P1229616903N7Z5Y7_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEdoYXRrb3Bhcg==,Ghatkopar
Laxmi General Stores Opposite to Muncipal Office Ghatkopar West,1.12 KM,4.2,21 Votes,"Shop No.9, Navratna Shopping Center New Maneklal Estate, L B S Marg, Ghatkopar West, Mumbai - 400086, Opposite to Muncipal Office",https://www.justdial.com/Mumbai/Laxmi-General-Stores-Opposite-to-Muncipal-Office-Ghatkopar-West/022P1100419_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEdoYXRrb3Bhcg==,Ghatkopar
Shree Krishna General Store Ghatkopar West,1.24 KM,,0 Votes,"shop no 8, L B S Marg, Ghatkopar West, Mumbai - 400086",https://www.justdial.com/Mumbai/Shree-Krishna-General-Store-Ghatkopar-West/022PXX22-XX22-160127110146-Y8T8_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEdoYXRrb3Bhcg==,Ghatkopar
Shivshakti Kirana Store Ghatkopar East,1.25 KM,4.3,3 Votes,"Akruti Rising City, Ramabai Ambedkar Nagar, Chakyar Rajan Marg, Ghatkopar East, Mumbai - 400075",https://www.justdial.com/Mumbai/Shivshakti-Kirana-Store-Ghatkopar-East/022PXX22-XX22-180328063619-E1H8_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEdoYXRrb3Bhcg==,Ghatkopar
Metro Medical General Store Sane Guruji Nagar Asalfa Village Ghatkopar West,1.28 KM,4.5,1 Votes,"Shop No 623/1A, Pandu Rang Kadam Road, Ghatkopar West, Mumbai - 400084, Sane Guruji Nagar, Asalfa Village",https://www.justdial.com/Mumbai/Metro-Medical-General-Store-Sane-Guruji-Nagar-Asalfa-Village-Ghatkopar-West/022PXX22-XX22-180331142006-V6M3_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEdoYXRrb3Bhcg==,Ghatkopar
Gala Medical General Store Opp Sapna Hospital Ghatkopar West,1.34 KM,4.4,11 Votes,"Shop No. 5, Sainath Nagar, Limani Bhuvan, L B S Marg, Ghatkopar West, Mumbai - 400086, Opp.Sapna Hospital",https://www.justdial.com/Mumbai/Gala-Medical-General-Store-Opp-Sapna-Hospital-Ghatkopar-West/022P1100739_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEdoYXRrb3Bhcg==,Ghatkopar
Gala Medical General Stores Near Sapna Hospital Ghatkopar West,1.35 KM,4.3,4 Votes,"Sainath Nagar Limani Bhuvan, L. B. S. Marg, Ghatkopar West, Mumbai - 400086, Near Sapna Hospital",https://www.justdial.com/Mumbai/Gala-Medical-General-Stores-Near-Sapna-Hospital-Ghatkopar-West/022PXX22-XX22-110305075454-Q8M4_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEdoYXRrb3Bhcg==,Ghatkopar
Vinayak General Stores Ghatkopar West,1.41 KM,4.3,2 Votes,"Shop No 2, Udit Narayan Tiwari Chawl, Kaju Tekadi, Parshi Wadi, Ghatkopar West, Mumbai - 400086",https://www.justdial.com/Mumbai/Vinayak-General-Stores-Ghatkopar-West/022PXX22-XX22-190513164010-P2H4_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEdoYXRrb3Bhcg==,Ghatkopar
Samrat Medical General Stores Opp shilpa Building Ghatkopar West,1.51 KM,4.0,9 Votes,"7a, Mahavir Darshan, Jagdusha Nagar,, Ghatkopar West, Mumbai - 400086, Opp.shilpa Building,",https://www.justdial.com/Mumbai/Samrat-Medical-General-Stores-Opp-shilpa-Building-Ghatkopar-West/022PXX22-XX22-101027152350-W3N2_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEdoYXRrb3Bhcg==,Ghatkopar
Kalyani Dry Fruits Opposite Ganesh Mandir Bhatwadi Ghatkopar West,1.77 KM,,0 Votes,"Shop No 2, R B Kadam Marg, Bhatwadi-Ghatkopar West, Mumbai - 400084, Opposite Ganesh Mandir",https://www.justdial.com/Mumbai/Kalyani-Dry-Fruits-Opposite-Ganesh-Mandir-Bhatwadi-Ghatkopar-West/022PXX22-XX22-130611151746-P7Y5_BZDET?xid=TXVtYmFpIEdlbmVyYWwgU3RvcmVzIEdoYXRrb3Bhcg==,Ghatkopar
